CMS CODE,RO NAME,Zone,MOBILE NO,EMAIL IDS,ADDRESS 
55574XA574,EL-SHADDAI Fuels & Weighbridge,South I,9443316833,ELSHADDAIFUELS@GMAIL.COM," 746, Near Sterlite Material Gate, South Veerapandiapuram, Thoothukudi Thoothukudi Thoothukudi 628712"
55379XA379,Sree Lakshmi Filling Station,South II,9849031949,EMKAYENGINEERING@YAHOO.COM, 767/2 Chagallu West Godavari Chagallu 534342
51309NA309,Enaniya Petroleum,West III,9001430285,enaniyapetrolium2017@gmail.com," Khasra No. 36/5 &36/8 , Village – Kiramsarya Kalan , Tehsil – Tinwari, Jodhpur Jodhpur 342305"
56500XA500,Sri Gowthami Filling Station,South II,9949937082,Enkumar.ch@gmail.com," Sy.No. 42-5-A, Korukollu (V), Kalidindi (M), Krishna Krishna 521343"
50050NA050,Raj Filling Station,North,7840050990,er.abhi.cool@gmail.com,"BAREILLY,AONLA  SAIDPUR KANI (Deochara) BAREILLY SAIDPUR KANI (Deochara) 243301"
45500TA500,Aditya Petroleum,West I,9422242821,ER.AJAY1@REDIFFMAIL.COM,Survey No. 107   Beed Beed 431122
50887NA887,Balhotra Filling Station,North,9646612000,ER.BAHOTRA@GMAIL.COM," Khasra No. 12, Village. Kalanaur  Tehsil & Distt. Gurdaspur Gurdaspur Gurdaspur 143512"
51530NA530,Jyanni Filling Station,North,8295500029,er.magandeep8615@gmail.com," NH-65,Rajgarh Road,VPO Barwa, Near Brick Klin,Tehsil.Siwani, Bhiwani Bhiwani 127045"
55394XA394,ERAMUDI AGENCIES,South I,9443750588,ERAMUDIAGENCIES@GMAIL.COM, Survey No.99/3 Aranganur Revenue Village Puducherry Puducherry 605007
50872NA872,Shri Raghuveer Singh Filling Point,North,9457600646,ERARVIND161985@GMAIL.COM," Khasra No. 2027 & 2028 Village - Kaumri, Tehsil - Sasni Hathras Hathras 202139"
51604NA604,V J Filling Station,North,9872812111,ermohitbh@gmail.com," Vill.Abadi Nariangarh,Amritsar City, Tehsil & Distt. Amritsar Amritsar Amritsar 143106"
50791NA791,H Kalvania Filling Station,West III,9460845434,ESCRTN@GMAIL.COM," Khasra No. 174/1, Village :- Chak Ratangarh Churu Churu 331022"
50493NA493,Shri Balaji Filling Station (Recon: 50099NA099),North,9255124104,ESSAR.AURANGABAD@YAHOO.IN,"Khatauni No. 786,  Khawat No. 740, Palwal Palwal 121105"
60174RA174,Sahoo Filling Station,East,9937421896,ESSAR.GOP@REDIFFMAIL.COM,"PLOT NO- 874, 876 & 873   Puri KUSPUR GOP 752110"
55423XA423,Kamaldeep Enterprises (CODO),South I,9551064117,ESSAR.KAMALDEEP@GMAIL.COM, Thanikachalam Nagar Madhavaram Thiruvallur Thiruvallur 600033
55380XA380,KNR Enterprises (Recon: 55035XA035),South II,9949041944,ESSAR.KNRENTERPRISES@GMAIL.COM," Sy.no.284/1, Lingapur Village  Cuddapah Cuddapah 516361"
60070RA070,TRINATH FILLING STATION,East,9040037399,ESSAR.TRINATHFS@GMAIL.COM,"  Khata No. 22/269, 39/353, 39/356, 69/270 Ganjam Ganjam 761018"
50308NA308,Maa Pitambara Auto Care,North,9839327327,ESSAR_HIMANSHU@YAHOO.COM,Khasra No. 222   Unnao Newalpur 241501
50378NA378,Shri Jangleshwar,North,9839217378,ESSAR0010@YAHOO.IN,Khasra No. 293/1   Unnao Achalgani 209801
50225NA225,Laxmi Filling Station,North,9415145151,ESSAR0019@REDIFFMAIL.COM,Khasra No.36   Mahoba Mahoba 210427
50318NA318,Rao Rani Filling Station,North,9454880385,ESSAR0045@YAHOO.IN,Khasra No.214   Hamirpur Rath 210431
50233NA233,Shri Yogeshwar Sarkar Automobiles,North,7860630000,ESSAR0058@YAHOO.IN,Khasra Number 971   Fatehpur Bindki 212635
50559NA559,Indu Fuel Centre,North,7860630000,ESSAR0058@YAHOO.IN, Khasra /Araji No- 104 Kalyanpur- Shivli Road Kanpur Nagar Kanpur Nagar 208017
50247NA247,National Filling Station,North,9415494208,ESSAR0062@YAHOO.IN," Khasra No. 535/2,Hathgam, Village - Dhigwara, Fatehpur Khaga 212652"
50453NA453,Shri Ram Filling Station,North,9450851886,ESSAR0081@REDIFFMAIL.COM,Village Kherelia Gut No. 393/1  Mahoba Swar 244901
50291NA291,Dada Filling Station,North,9451521900,ESSAR0083@YAHOO.IN, Khasra No . 355 Sarila  Hamirpur  Hamirpur 210432
51061NA061,Jai Hanuman Filling Station( Recon. 50267NA267),North,9919151619,ESSAR0084@YAHOO.IN," Gata No.77,Village Bahabalpur, Tehsil and District Fatehpur Fatehpur Fatehpur 212651"
55922XA922,JL Enterprises,South II,9703113636,essarakp@gmail.com," Sy.No. 829/2, Khata No. 786, Near Jaya Bheri Auto Motives, NH5 Road, Visakhapatnam Visakhapatnam 531002"
45299TA299,Shivbaba Petrol Pump,West I,9420024222,essardarak1759@gmail.com," Gut No.438 Village Barad,Taluka  Mudkhed, Nanded Nanded 431706"
45546TA546,Ashirwad Fuel Point,West I,9754439509,ESSARFUELPOINT@GMAIL.COM,Sunga   Bhopal Berasia 462120
55176XA176,Nayagara Filling Station,South II,9885803333,ESSARKOLLIPARA@GMAIL.COM, Survey No.439/2 Village: Davuluru Guntur Guntur 532222
50497NA497,Shree Jagdamba Petroleum,West III,9982706259,ESSARKUKANWALI@YAHOO.IN,"Village Bhanwata, Khasra No. 1061/942 & 1062/942,  Nagour Nagour 999999"
50498NA498,Shree Bhagwati Petrol Pump,West III,8875407080,ESSARKUKANWALI@YAHOO.IN,"Village Kukanwali,  Khasra No. 1192/214, Nagour Nagour 341519"
51124NA124,C S Filling Station,North,9412229898,ESSAROIL9898@GMAIL.COM, Khata No. 143 Khasra No.172 Villaje Jainpur Tehsil &Dist. Bulandshar Bulandshahar Bulandshahar 244241
55965XA965,Sri Kalai Fuels,South I,9865757193,essaroillimitedkptm@gmail.com," Survey No:772/1C,Mittahalli Village, Kaveripattinam, Krishngiri Krishngiri 635154"
46263TA263,SHIVAM PETROLEUM,West I,9827259907,ESSARSHIVAMPETROLEUM@GMAIL.COM," Survey No 1414/1/12;P.H.No-15,ward no.24 Village-PADLIYA KALAN,NAGDA.Tehsil-NAGDA Ujjain Ujjain 456335"
50312NA312,Arihant Automobiles,West III,9414562964,etax2012@gmail.com,NH-15 Khasra No. 103/2/2   Jodhpur Phalodi 342301
56103XA103,Bhagyalakshmi Filling Station,South II,9901509528,ethen039@gmail.com," Old Survey No.25/2, New Converted Survey No.25/5, Tumkur Tumkur 572129"
51494NA494,Evergreen Petro,West III,9414421009,EVERGREEN220035@GMAIL.COM," Khasra No. 198, Village : Bambori, Tehsil : Pachpahad, Jhalawar Jhalawar 326512"
55142XA142,Anjur Muthur Crusher Owners,South I,9842072650,EVTOA2010@GMAIL.COM,567/C2   Chennai Anchur 600001
55374XA374,EXITO PETRO HUB (UNIGAS),South II,9701808050,EXITOPETROHUB@GMAIL.COM, 21-3 -873 Kasarhatta - Charminar Hyderabad Hyderabad 500002
55502XA502,THIRUMALAI PETROLEUM,South I,9486940329,EYETHRAJSASI@GMAIL.COM," S.NO.398/3B, KALLAPADI VILLAGE, GUDIYATHAM TALUK, VELLORE VELLORE 632601"
50723NA723,Ahmad Filling Station,North,9839196949,FAISAL786LKO@GMAIL.COM," Village Prahladpur, Tehsil Laharpur, Sitapur Sitapur 261135"
46455TA455,Choudhary Filling Station,West I,9893564214,FAIYAZ_2411@REDIFFMAIL.COM," Survey No. 178,  Village- Khargupura Taluka- Palera,  Distt.- Tikamgarh Tikamgarh Tikamgarh 472118"
56263XA263,National Filling Station,South II,9845677757,faizan25081989@gmail.com," Sy.No-45/3 , Wadwati Village, Taluka Raichur, Raichur Raichur 584102"
45601TA601,SAL SABEEL FUEL CENTRE,West I,9423436295,FAIZANSHAIKH9405@GMAIL.COM,Village & Taluka  Dharni Survey No.164 (part)  Amravati Amravati 444702
60381RA381,KHATAI FILLING STATION,East,9853307623,FANILKUMAR09@GMAIL.COM," Plot No.- 948/1814 Khata No.-396/47,  Mouza- Balipada,Taluka-Kukudakhandi, Ganjam, Ganjam, 761054"
60354RA354, Farakka Fuels,East,7872567555,FARAKKAFUELS@YAHOO.COM, Khata no- 06  Sahibganj Sahibganj 816101
55819XA819,Jd Petro Traders,South I,9443423236,FARMEENHOSPITAL786@GMAIL.COM," SURVEY NO.155/1A, Pakkam Village Shankarapuram Taluk, Villupuram Villupuram Villupuram 604153"
55892XA892,Kunjaly Filling Station,South I,9688554525,FAROOKUMAR223@GMAIL.COM," Survey No. 207/2B2 207/2C, Panichakudi Village, Tiruvadanai Taluk, Ramanathapuram Ramanathapuram 623308"
46332TA332,Sagar Petroleum,West II,9727608100,FARUK0786MOMIN@GMAIL.COM," Survey No. 260 paiki2. Village Umari, Village – Umari Sudasana,Mota Sada Road, Mehsana Mehsana 384340"
50555NA555,Dashmesh Filling Station,North,8872571600,FETEH90GILL@GMAIL.COM,"Tehsil & Dist. Rupnagar, P28 Village Madhpur  Rupnagar Rupnagar 140108"
50624NA624,Gareeb Nawaz Filling Centre,North,9619201441,FIRDOSHKHAN132013@GMAIL.COM,"  Vill- Parsia, Sadulla Naga  Balrampur Balrampur 271307"
46102TA102,FORTUNE PETROLEUM,West II,9737574777,FORTUNEPETROLEUM2016@GMAIL.COM," Survey No-491 Paiki, Plot number 13 & 14 Village & Taluka : Jamkandorna, Rajkot Rajkot 360405"
55126XA126,FRIENDS FILLING STATION,South II,9845111380,FRIENDSFILLINGSTATION@GMAIL.COM," 205/2(being part of Sy. No. 333/A1, Nagavala Village, Yelwala Hobli, Mysore Mysore 570001"
50881NA881,Shri Ram Corporation,West III,9829009923,FROMGIRI2U@GMAIL.COM," Khasara No.12/1, Village Bhojpur, Tehsil Khandela, Sikar Sikar 332709"
55456XA456,RAAKIN FUELS ATMAKUR,South II,9494370037,FUELS.RAAKIN@GMAIL.COM, SY.NO. 366A BACK SIDE OF FIRE STATION  KURNOOL  KURNOOL 518422
55853XA853,TCS Fuels,South I,9443322142,FUELS.TCS@GMAIL.COM," Survey No: 110/1A1, Karimangalam Village Karimangalam Taluk, Dharmapuri District Dharmapuri Dharmapuri 635111"
60216RA216,Gopalpur Service Station,East,7739097829,FYAQUIN@GMAIL.COM,"Rampur, B01  2232,2233,2234,2235,2236 & 2237 Samastipur Rampur 848132"
55113XA113,KRISHNA MANI KUMAR AGENCIES,South II,9866695107,G104RASADDANDAMUDI22@GMAIL.COM, Survey No.832 Village Attilli Taluk Attilli West Godavari Attilli 534134
56042XA042,G2Y Petro Station,South I,9072110011,G2YPetroStation@GMAIL.COM," S.No.78/1A,Suleswaranpatty Village, Pollachi Taluk, Coimbatore Coimbatore 642006"
45258TA258,Gadhwada Petroleum,West II,8140446735,GADHWADA.SATLASNA@GMAIL.COM,Nr.Satlasana APMC  Satlasana Mehsana Satlasana 384325
51586NA586,Baba Jogipeer Filling Station (Reconstitution:50138NA138),North,9569952699,GAGANDEEPCHAHAL21061990@GMAIL.COM," Khasra no.202//22/2 & 216//2, Khewat No.198,Khatauni no.367,Rala, Mansa Mansa 151505"
56250XA250,VMB Fuel Point,South II,9845032086,gaganreddy777@gmail.com," Survey No –78/8,Jadigenahalli, Hoskote-Taluka, Bangalore Rural Bangalore Rural 562114"
50882NA882,Gajanand Filling Station,West III,9929023480,GAJANANDFILLINGSTATION@GMAIL.COM," Khasra No:-6100/5, Village- Bhandarej, Tehsil Dausa Dausa Dausa 303303"
51765NA765,Gajanand Filling station,West III,9783421551,gajanandfillingstation001@gmail.com," Khasra No. 657/529, Village. Naya Singodiya,Tehsil. Baytu, Barmer Barmer 344001"
46063TA063,Gajanand Petroleum,West II,9978363505,GAJANANDPETROLEUM@GMAIL.COM," Survey no 1901, Village - PANSHINA, Taluka - LIMBDI, SURENDRANAGAR SURENDRANAGAR 363423"
50874NA874,Anya Filling Station,North,8923186004,GAJENDRAYADAV087@GMAIL.COM," Khasra No-764, Village-Baan Tehsil-Derapur Kanpur Deha Kanpur Deha 209302"
46668TA668,Hari Krishna Petroleum,West II,9712433107,gajiparakishor07@gmail.com," Survey No. 122/1/Paiki 1, Village – Naranpar Ravri, Taluka – Bhuj, Kutch Kutch 370427"
45831TA831,GAJJAR PETROLEUM,West II,9898928135,GAJJAR0065@GMAIL.COM,Taluka KANKREJ  Village MAIDKOL  BANASKANTHA Banaskantha 385555
55179XA179,Star Service Station,South II,9980541109,GALAXYSTAR609@GMAIL.COM," Property No.500/3545 (Being Part of Sy.No.-687/1,688/3,688/4) Mandya Nagamangala 571432"
55651XA651,SRI SAI FILLING STATION,South II,9100545423,GANDUNARAYANA72@GMAIL.COM," Sy No 678 & 679 , Ellanthakunta Village  Jammikunta Mandal,Nalgonda Dist., Karimnagar Karimnagar 505102"
55723XA723,SREE RAM AGENCIES,South I,9994045111,GANESANESSAR@GMAIL.COM," 143/2, Ponpadi Village, Tiruttani Thiruvallur Thiruvallur Thiruvallur 631209"
46471TA471,Mauli Petroleum,West I,9921195050,GANESH.SATAV6@GMAIL.COM," Gat No. 1093, Vill. Wagholi Tal Haveli, Pune Pune Pune 412207"
60394RA394,Ganesh Filling Station,East,9238983974,GANESHBRAHMA115@GMAIL.COM," Plot No.- 1480,1481, Khata No.- 139/317, Mouza- Loknathpur Sasan, Taluka- Chikiti Ganjam Ganjam 761010"
46090TA090,Shree Ganesh Petroleum,West II,9898946358,GANESHPOSHINA@GMAIL.COM," Survey No-104,village:Poshina  Taluka-Poshina, District-Sabarkantha Sabarkantha Sabarkantha 383422"
56286XA286,K.Dakshanamoorthy & Co,South I,9094909430,ganeshpriyan90@gmail.com," Survey No. 53B/5 & 99/15A, Village Melavalam, Madhuranthagam Taluk, Kanchipuram Kanchipuram 603303"
56244XA244,Sri Thangaamman Agencies,South I,9976452201,ganeshramasamy65@gmail.com," S.F No.181/5B,Ramapattinam Village, Coimbatore Taluk Coimbatore Coimbatore 642005"
55801XA801,Karnataka Fuel Station,South II,9164060165,GANESHSHETTYBS@GMAIL.COM," Site No:1,2,3,  Survey No:33/3-A1, Geddalahalli Villge,Sanjay Nagar Main RD Bangalore Urban Bangalore Urban 560094"
46091TA091,Shree Ganesh Petroleum,West II,7359580447,GANESHVADALI26@GMAIL.COM," Survey No-2170,village:Vadali, Taluka-Vadali, District-Sabarkantha Sabarkantha Sabarkantha 383235"
55234XA234,Ganga Shiva Filling Station,South II,9550680535,GANGA.SHIVA@YAHOO.COM,Survey No.376   Nizamabad Sirkonda 503165
56240XA240,G R L Fuel Junction,South II,8152812345,gangadharaiah@grltravels.com," Site No.1and 2,BBMP Katha Number.364/313 Pattangere Village,Kengeri Hobli, Bangalore South Bangalore South 560098"
55260XA260,Sri Vijayalakshmi Oil,South II,9885484542,GANGADHARGUNDU80@GMAIL.COM,Survey No.1412   Khammam Aswaraopeta 507301
50140NA140,SHRI GANGA FILLING STATION,North,9758006750,GANGAFILLING_ESSAR@REDIFFMAIL.COM,Khasra No. 87/4   Aligarh Atrauli 202130
51012NA012,GANGA FILLING STATION,North,9996025000,GANGAFILLINGSTATION1@GMAIL.COM," Khewat No-12/12 min, Khatoni No.14, Rect No.16,Kila No- 25/1 min Panipat Panipat 132113"
60348RA348,GANGA FILLING STATION,East,7501862794,GANGAFILLINGSTATIONESSAR@GMAIL.COM," 352/1972, MOUZA- BRINDABANPUR  P.S. - CHANDIPUR PURBA MEDINIPUR Brindabanpur 721633"
55589XA589,APARNA LAKSHMI FILLING STATION,South II,9849339598,GANGALAPUDI@YAHOO.COM," Sy.No. 243/5,243/10 Pallam Village, Pallam Post, Yerpedu Mandal, Chittoor Chittoor 517620"
46061TA061,Gangeshwar Petroleum,West II,9979999100,GANGESHWAR.ENJAR@GMAIL.COM," Survey no 543 / PAIKI 2, Village - ENJAR  Taluka - DHRANGADHRA, SURENDRANAGAR SURENDRANAGAR 363310"
50846NA846,Shri Ramdev Petrolium Service,West III,8890285288,ganpatchoudhary.151@gmail.com," Chak No. 26-27 SLD, Murraba No. 107/52 Kila No. 24/25 Jaisalmer Jaisalmer 345001"
51041NA041,Shree Ganpati Filling Station,West III,9982378874,GANPATIFILLINGSTATION116@GMAIL.COM," Khasra No.1094  Village Purviyavas, Tehsil-Lavan Dist. Dausa Dausa Dausa 303004"
45682TA682,Garima Petrol Pump,West I,9425970000,GARIMAPETROLPUMP@GMAIL.COM,"Kolras, M02 Pachaoli,  Shivpuri Sivapuri 999999"
60148RA148,Uncle's Automobiles,East,9436047586,GAROUNCLE@GMAIL.COM,Hapoli   Lower Subansiri Ziro 731120
46180TA180,Ravechi Krupa Petroleum,West II,9974371031,GARSARKARAN@GMAIL.COM," 273, Village – Korada, Taluka – Dwarka ,  Distt. – Devbhumi Dwarka, Devbhumi Dwarka, Devbhumi Dwarka, 361335"
47008TA008,Ekta Petroleum (Reconstitution : 45674TA674),West II,9824288809,garypatel323@gmail.com," State Highway No. 41, G28,Taluka Kadi, Survey No. 1234 Paiki, Nandasan Mehsana Nandasan 384002"
56196XA196,Sri Venkateshwara Filling Station,South II,9848929538,gattigorlasathaiah@gmail.com," Suraram Branch at Sy.No: 118/AA2, Nalgonda Nalgonda 508001"
51029NA029,D.M Enterprises,North,9412276450,Gaurav_201048@rediffmail.com," Khasra No. 106M Village – Bijahari,Tehsil -  Sasni Hathras Hathras 204216"
50705NA705,M G FILLING STATION,North,9756088877,GAURAVAG.0511@GMAIL.COM," VILLAGE : LARAMDA, TEHSIL : AGRA AGRA AGRA 282010"
51767NA767,Kisaan Sewa Kendra,North,9927499672,gauravandna@gmail.com," Khasra No.8/2, Village-Gangagarh, Taluka-Dibai, Bulandshahar Bulandshahar 203396"
45661TA661,BALAJI SALES AND SERVICE,West I,9893244256,GAURAVDHOOT9977@GMAIL.COM,"NH 59 A, M04 Khasra No. 94  Dewas Kannod 455001"
50790NA790,Gaurav Filling Station,North,9415147750,GAURAVFILLING2016@GMAIL.COM," 65, Sarvani Devi Colony  Lakhimpur Kheri Lakhimpur Kheri 262727"
51182NA182,Satish Kumar Chaudhary,North,9919630003,gauravg9287@gmail.com," 58ka, Village- Kapuri, Post-Phephna, Tehsil- Ballia, Dist- Ballia, Ballia Ballia 277503"
50422NA422,SALIGRAM AUTOMOBILES,North,9868205019,GAURAVTAPPAL@GMAIL.COM,  FATEHPUR (RAJPUR) TEHSIL - KHAIR ALIGARH KHAIR 202137
50828NA828,NEKRAM SHARMA FUEL STATION,North,9758620019,GAURAVTAPPAL@GMAIL.COM," Khasra No. 412/2 , Village Tappal Aligarh Aligarh 202165"
50541NA541,SHRI SALIGRAM FUEL STATION,North,9758620019,GAURAVTAPPAL@GMAIL.COM,", Kila No.- 11/1(1-3), 20/1/2(, H02 Khewat  No. – 409 ,MIN/ 441  Palwal Palwal 121102"
51111NA111,PT.Nekram Sharma Automobiles,North,7300618522,GAURAVTAPPAL@GMAIL.COM," Khewat/Khata No. 2/2, Rect. No. 77, Killa No. 6 (7-13), Village Maholi,Hodal Palwal, Palwal, 125033"
51479NA479,Shri Balaji Fuels,North,9758308241,GAURAVTAPPAL@GMAIL.COM," Rohta Patti,Hodal, Palwal  Palwal Palwal 121106"
51556NA556,Viratra Filling Station,West III,7073763316,Gautamchanddoshi@gmail.com," Khasra No.1566/556, Jambheswar Nagar, The:Chouhtan, Barmer Barmer 344702"
60333RA333,Lakhimi Energy Station,East,9435058302,GAUTOMHATIMURIA@GMAIL.COM,"Bihubor, N03 Village - Gormur miri  Sivsagar Assam 785687"
60132RA132,Kalita Filling Station,East,9435114695,GAUTOMKALITA77@GMAIL.COM," Plot No.6288&6863. P.P No-290 A.T Road,  Jorhat Jorhat 785001"
45334TA334,SONI AUTOMOBILES,West I,9730023277,GAWALIPRASHANT02@GMAIL.COM," Plot No 53  Dist. Buldhana Merakhurd, Chikli-Jalna Road 421004"
46397TA397,Gayatri Petroleum,West II,8758177177,GAYATRI_BLACKPEARL@YAHOO.COM," Survey no. 327/1, Muli, Tal: Muli, Surendranagar, Gujarat Surendranagar Surendranagar 363510"
50127NA127,GAYATRI FILLING STATION,West III,9414109224,GAYATRIFILLING1@GMAIL.COM,"Arazi No.658-652-604-38,   Chittorgarh Nimbahera 312601"
51954NA954,Gayatri Petroleum (Reconstitution : 51507NA507),North,9811269993,gayatripetroleum2018@gmail.com," Khewat No. 1347, Khatoni No.1689/90, Khewat No. 1347, Khatoni No.1689/90, Rohtak Rohtak 124404"
50632NA632,Marahara Filling Station,North,7599064333,GB.GOYAL@GMAIL.COM," Khasra No. 2181  Village - Marhara, Etha Etha 207001"
55446XA446,GMD FILLING STATION,South II,9948568768,GBASHA07@GMAIL.COM, SY.NO. 123/1C KURNOOL ROAD KURNOOL KURNOOL 518124
55945XA945,G M D AGENCY,South I,9489582455,GD.LAVAKUMAR@GMAIL.COM," S.No.179/2A2A1,Sendathur Village, Pernambut Taluk, Vellore Vellore 635805"
55426XA426,GEETHANAJALI CONSTRUCTIONS,South II,9705396789,GEETHANJALIFILLINGSTATION@GMAIL.COM, GUTTUVARIPALEM (V)  EAST GODAVARI ALLAVARAM 533217
45282TA282,Gel Maa Petroleum,West II,9825621512,gelmapetroliums@gmail.com,Sh - Rajkot -bhavnagar Survey No. 80 Paiki Aniyara Rajkot Aniyari 360070
55342XA342,Gloria Enterprises (Reconst: 55054XA054),South I,9447465511,GEMEOL@YAHOO.CO.IN," 19/708-a, Kadunbamprambll  Ernakulam Kuzhupilly 683515"
50696NA696,Baba Shri Chander Filling Station,North,9729276749,GENDA.SINGH@ROCKETMAIL.COM, Dhand Road  Kurukshetra Krukshetra 136030
55830XA830,George Fuels,South I,9443285457,GEORGECONSTRUCTION09@GMAIL.COM," Survey No: 2122A/3A1,Nanguneri Union, Moolakaraipatti Town Panchayat, Tirunelveli Tirunelveli 627354"
45389TA389,MEHER FILLING STATION,West I,9890246264,GFAREDOONI@GMAIL.COM,Bhagur  Survey no.430/1B/1 Nasik Bhagur 422004
55259XA259,Grand Fuel Station,South I,8075746632,GFSCHOONDAL@YAHOO.COM," Survey No. 210/4,Kunnamkulam-Trissur Rd opp. Hotel Regal Heritage,Talapilly Trissur Talapilly 680502"
55765XA765,Geetha Enterprises,South II,9035361199,GGAGAN.2289@GMAIL.COM," Surveyno 43 ,Khata no1,Sannathammanhalli KR PuramHobli,Bangalore East Bangalore Urban Bangalore Urban 560036"
51242NA242,Onkar Petro,North,9988008644,GHAIHARPREET@GMAIL.COM," Plot No: B-32-208/3, Khewat No: 575,  Rahon Road, Village: Tarf Gahlewal, Ludhiana Ludhiana 141007"
51385NA385,Gurudev Petro,North,9417459395,GHAIHARPREET@GMAIL.COM," Khasra No. 147,1663/142,122,148,149, Village Taraf Jodhewal, Kailash Nagar Ludhiana Ludhiana 141007"
46681TA681,Pratap Filling Station,West I,9926738399,ghanshyam.devda@gmail.com," Survey No.15/1,Village-Kishorpura, SuvasraMandi Mandsaur Mandsaur 458888"
45658TA658,Ghatule Petroleums,West I,9822599591,ghatule.bharat123@gmail.com, Gut No. 902/1/A/2/A/28  Solapur Mohol 413213
60489RA489,Nexus Marcom Private Limited (Reconstitution-60150RA150),East,9230024004,ghoshenterprise2003@gmail.com ," Mouza-Ghatigacha, P.S.Ranaghat Nadia Nadia 741402"
60398RA398,Sunil Saraswati Automobiles,East,7797786820,ghoshsanjit12345@gmail.com," Plot No-937,938&939, Khatian No 138&139, Mouja-Bagulahagi, J.L. No-74, Touji No 9 Darjeeling, Darjeeling, 734427"
50651NA651,Maa Vaishno Filling Station,North,9451125329,gineshkrgupta1983@gmail.com, Village Jaitipur Tehsil Tilhar Shahjahanpur Shahjahanpur 242301
45193TA193,Sidhi Vinayak Petroleum,West II,9727613131,GIRI_2034@YAHOO.COM,Opp: St Thomas School Mahua-rajula Road Nh-8e Bhavnagar Mahuva 364290
56151XA151,Isiri Fuel Station,South II,9901141114,girija.ammu06@gmail.com," Sy No.165/2, B Bommasandra Village, Chikkaballapur, Chikkaballapur Chikkaballapur 561211"
51112NA112,Om Aditya Filling Station,North,9792181007,GIRIJESHKUMAR9792@GMAIL.COM," Khasra No. 93 Min, Village- Pipra buzurg Tehsil- Padrauna, Dist. Kushinagar Kushinagar Kushinagar 274203"
45178TA178,Sattadhar Petroleum,West II,9825000739,GIRISH_THUMMAR2000@YAHOO.COM,Raipur At Village Raipur Naroda-Dahegam Road Gandhinagar Raipur 383430
46114TA114,Shri Khodiyar Petroleum,West II,9974688048,GIRISHPATEL103@GMAIL.COM," Survey No. 25/2, Village Ghanad Taluka Halvad , Distt. Morbi, Morbi, Morbi, 364270"
60189RA189,Mongsenbai Filling Station,East,9615404350,GIRWARSHEKHAWAT9363@GMAIL.COM,Mokokchung Mokokchung  Mokokchung Mokokchung 798601
60463RA463,Geeta Balaji Fuels,East,9431146037,GITABALAJIFUELS2016@GMAIL.COM," Khata No- 126, Plot no- 1386, 1387, 1388 Thana- Ormanjhi, Ranchi, Jharkhand Ranchi Ranchi 835219"
56221XA221,G J M Azenciess,South II,8668194380,gjmjyothi@gmail.com," S.No: 56/1, Santhi Nagar, Cherlopalli Village, K.N. Road, Chittoor Chittoor 517583"
55610XA610,G.R.PETROLEUM,South I,9942668806,GK_KESHAV@YAHOO.CO.IN," Survey No.14/2A, N.Panjampatti Village Athoor Taluk, Dindugal District, TN Dindugal Dindugal 624303"
50298NA298,G. K. Fuel Centre,North,9415510190,GKFUEL06@YAHOO.COM, Khasra No. 107  Shahjahanpur Powayan 242401
55616XA616,Sri Saraswati Fuels,South II,9949981979,GKRANTHIREDDY@GMAIL.COM," Survey no: 1043, Bothalapalem Village , Damaracharla  Mandal,Nalgonda District Nalgonda Nalgonda 508375"
60205RA205,Olive Service Station,East,9612266555,GKSHARMAESSAR@GMAIL.COM," Sovima,  Dimapur Dimapur 797112"
46637TA637,Global Petroleum,West II,9662012041,globalpetroessar@gmail.com," Survey No:807,Village:Vasana Bujarag, Taluka:Kheda, kheda kheda 387560"
50052NA052,GMC Filling Station,North,9872102380,GMCFILLINGSTATION@GMAIL.COM," Khasra no. 8//4,7/2  Nawanshahar Balachaur 144552"
51249NA249,Gocher Filling Station,West III,9891113523,GOCHERTYRES@GMAIL.COM," Survey No.73,81,82,Village - Jaswantpura Tehsil - Pidawa, Distt. - Jhalawar Jhalawar Jhalawar 326512"
45977TA977,GHANSHYAM PETROLEUM,West II,9726913400,GOHIL.YUVRAJSINH132@GMAIL.COM," Survey Number 148 / Paiki 1 / Paiki 1, Plot number 9 to 12,Village : Mansar, Morbi Morbi 363330"
46303TA303,Radha Petroleum,West II,9409335096,GOHILAJAYSINH8058@GMAIL.COM," Survey No. 3 Paiki 1, Village- Panvi, Taluka- Vallabhipur, Distt.- Bhavnagar, Bhavnagar Bhavnagar 364310"
46314TA314,Vachchharaj Petroleum,West II,9624960059,GOHILCHHATRA04@GMAIL.COM," SURVEY NO 262/1+2 PAIKI VILLAGE: VANSVA,TALUKA: VIRAMGAM AHMEDABAD AHMEDABAD 382150"
56242XA242,Renuka Enterprises,South I,7010111327,gokiikrizh@gmail.com," S.F No.103A/1A, Karadivavi Village, Palladam Taluka, Tirupur Tirupur 641664"
55268XA268,Uma Agency,South I,9047253504,GOKULKRISH2693@GMAIL.COM,Survey No.128/1A2   Kancheepuram  Thandalam 603110
46270TA270,GOKUL PETROLEUM,West II,9925620682,GOKULPETROLEUM2016@GMAIL.COM," 157/Paiki 2, Plot No. 1, Village - Mavanugam, Taluka - Jodiya, Jamnagar Jamnagar 363675"
56289XA289,Gokul Agencies,South I,9943126748,Gokulpillai27@gmail.com," Survey No: 500/1,Nambukuruchi Village, Lalgudi Taluka, Trichy Trichy 621109"
